status,price,brand,model,generation,title,type,link,condition,seller notes
scrap,249.0,dell,t320,,dell poweredge t320 intel xeon e5-2407 24gb ram 2 x 600gb sas to 2023,,https://www.ebay.co.uk/itm/186509497522?epid=1510043193&hash=item2b6cd514b2%3ag%3a8zgaaoswhlxmdzzm&itmprp=enc%3aaqajaaaa4ltb7dtpbgy5wgu9xsjxsczc%2bjb7ffropxba%2brghljlaenmr2usbv%2fboah3f%2fwwsnnraisjdzumsf%2bafeqqo6vbnlqbvqfkbviiclob9vj4dtj8hl51t3lwzbt1xg64l%2b0tszsficsql1fmwmfpap0wvtjki9sdwfkflc%2bhe4mymtseafm5vszp9kbgesdlx3fytmwcwow6gs6bgd778losf37kkh2kialclqn1qznk8xriz28%2fa%2fwe8xs9dtb2hxfekfkoijzxme3y84%2fjsw8k1u5h%2bhvklzempxhzeo9xn%7ctkp%3abk9sr4dy68wgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,,
scrap,143.0,dell,poweredge r330,,dell poweredge r330 cto server  - per330 h330 4lff,not available,https://www.ebay.co.uk/itm/326120709586?hash=item4bee4f1dd2%3ag%3a0sqaaoswd7fmpfm0&itmprp=enc%3aaqajaaaa4l%2bi9lhrjnp%2bjugf1gvc0kqx%2boi2mekjwz84ymzhpybagiwkv9fom%2bnjlgv9nmna08mv7fyikxuuugvz5z02gltevkq6oet5sjtvy0o1qlz%2fqtyiqnetqnefs04sb6ercphydrg3rmmsylngjalmmr6y6bwzsvdxbjc8ugvtelfmp8karqvyg9%2bvxb753qxsgyggtvavhwecvp97osouf8t237m3xnsa1ktkgfr5olc5z94%2fm6eyoxtzupp2mfi9cdsakexxf86o%2bp7f9lkribf7vl%2bw1bl5tt9nozl%2f714j%7ctkp%3abk9sr4dy68wgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,very good - refurbished,“product has been fully tested and is in great condition”
scrap,80.99,dell,t320,,"dell poweredge t320, intel xeon e5-2420 v2, 94gb ram",server,https://www.ebay.co.uk/itm/266813739539?hash=item3e1f569213%3ag%3actsaaoswaf9mrpib&itmprp=enc%3aaqajaaaa4gsctps7hxou3hiuxkgev5ihvy8arypa7i8ecnywwohic5doyxzraoa7wkioln26xnk1ffbl8pnkb%2f5ffxgkawkpxrpccsqsum5me0pruviiqw4qbpgs%2fezakqq0oag75dchecwz7w%2bcndbcihjdk1lidnck9sygvudl%2bhuknflcolyw9y8wi6dgjfy7vglciprgmx2nzwltuig4eqthy3lchgiolzfiylgrk0rjkbysptnatewinjam0d1wpnx51k8rpbo051gap8vr--jzuhpyi0hqaiddrqbvtuptsn3l%7ctkp%3abk9sr4dy68wgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,"used: an item that has been previously used. the item may have some signs of cosmetic wear, but is ... ",
scrap,999.0,dell,poweredge t630,,dell poweredge t630 server tower,,https://www.ebay.co.uk/itm/315396544535?epid=13011707894&hash=item496f195817%3ag%3a-zeaaoswmmdmvi0d&itmprp=enc%3aaqajaaaa8kzs0fxtm5hzwvjblit7ccf7uyro2m%2fkat3qj4c05lnbquv%2bwzxhudahjyrb6mu%2fwui3nqgl0n1mq0qfs7%2fmvu2gvgb04%2fsqrncxbmyidu1hjcph0btyx1drwg4pmirrmulawnxw21ggghtxsgzl8xxk%2fsrmyhiv2uswlnxq73gzuszcs1crd5hw9fcirtfuf7wkue8%2bj95j0cj3td5db7yubpcyq3vquc84ss9xyafs9b1nyfa1llbexcaoy1svpollaltqc0uubsqu0zab8rgp8sm5yg2spbcexi1uvgeozrxdy6tlocelhbrm1rgrog%3d%3d%7ctkp%3abk9sr4ly68wgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,,
scrap,150.0,dell,poweredge r330,,dell poweredge r330 1u server e3-1270v5  3.6ghz  64gb ram 3 x 2tb sas h730 idrac,server,https://www.ebay.co.uk/itm/176454915686?hash=item2915885666%3ag%3arq4aaoswau9mhi1h&itmprp=enc%3aaqajaaaa4mttycp1fhmk%2bze627vfwo4orzo%2bkywzxelvap2g8lmi7c89qcqgczqk2evdlxh9vb9huhn%2fiurxtcoflirgsnkuf41bly3x81e2oltdhkku1sbe6qyg6yd%2bakghbwcmxsn4%2baitporgnh1pyb3jjqv2wffjzba4e8gxu2tudkdnthliw2cxtxcda%2b%2fp21xekxp9bptggkhbmc381unvqdppfic7dnzsdbl4mutitx29zw6wqpo2i3mtxmw6%2bmlycekskndyi%2bfidf264yevr0w4nzt%2bumzsthaktbjhuggq%7ctkp%3abk9sr4ly68wgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,"used: an item that has been previously used. the item may have some signs of cosmetic wear, but is ... ",
scrap,119.99,dell,poweredge r430,,dell poweredge r430 server 2 x intel xeon e5 2609 v4 1.7ghz 32gb ram 1tb hdd,rack server,https://www.ebay.co.uk/itm/256553809197?hash=item3bbbcc752d%3ag%3af%7eaaaoswxmdmesgc&itmprp=enc%3aaqajaaaawp%2f4wlkcuqpofxdelvbpceb9kt2vz5ytb3rycgmzjzja0ur0q%2flgrmk%2fs8nye2n0an9laz5vlvvz01%2bn6i43ni4gnzqsc88gymhlszg0gdl7agqawnam0psmoxzxgtjslntuyaqlrgomw0stshvi9w64zzq7h7dggs5qwnrmx238gej1%2bxwm5wnet81ii8slublekvoqxfhipmfyy96k03ybjdu7ra06dvdwreilomasydsmahcqslnowyorn82mea%3d%3d%7ctkp%3abk9sr4ly68wgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,"“general cosmetic wear to the casing, some scuffs, scratches and small dents to the lid.”"
scrap,145.0,dell,poweredge t130,,"dell poweredge t130 server perc h330, idrac, 16gb ram",server/tower,https://www.ebay.co.uk/itm/296495372870?hash=item4508805a46%3ag%3acvsaaoswcjdmaew7&itmprp=enc%3aaqajaaaawen65arys7uv8h6kcgzfo40qsmorkxu4eadttpvponavekvmiajwdhcq%2fwuap6clqlbmvllctvtg04ftqcyhmwrrhlya0pzsa%2faom3uyondf%2fn2tanunwgv1mijaqqvkaizbzaxq7dumttqokxll0s2ykdrorhpfs%2bjn6idtvgod7xdwj99numfriursvk4kdns4dqf%2b6qhzzu0vaqu9h41xnfaxpiuvholrfswahde%2f5v%2bezjqygms3mootufuv3a%3d%3d%7ctkp%3abk9sr4ly68wgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,"“used in good condition. retired for cloud upgrade, no issues noted at any point and no failures of ... "
scrap,50.0,dell,t410,,dell poweredge t410 server,server,https://www.ebay.co.uk/itm/296586628181?hash=item450df0cc55%3ag%3a9ywaaoswzmhmn7dv&itmprp=enc%3aaqajaaaawk5sh7pn%2fsgda9e4q8yfjt7qz9xcwe3esckahpzwwahoahgfvnzj2t6lxu8%2blqplr1c5oftu2kpjiqdj9cg8ozmxwayliybcn4f%2fkhn%2bm4kcsxj4jdmvsmig44lvpta3jnqveixzaznvwkagukl4irqalajdlzo8txr0wocscinpdxsa9lq1yonodwwhgkohikg9jm6o%2bjkaxdfq9cjshz0oati8qbny%2fmgwwr6jkwrwlspro41ogf3sqo7fl3xdag%3d%3d%7ctkp%3abk9sr4ly68wgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,"used: an item that has been previously used. the item may have some signs of cosmetic wear, but is ... ",
sell,110.0,dell,t30,,dell poweredge t30 8gb 1tb tower server,server tower,https://www.ebay.co.uk/itm/196498129331?hash=item2dc03381b3%3ag%3airmaaoswm99mkuzl&itmprp=enc%3aaqajaaaa4esbypmtgxv5ge7arlnciwkquczc6qdqklzdvz9uml3zgc9g145ytrmnj0urqz0n4bp7v2midxh28tf1%2f4sf4bd7pqh5s%2bcnbojgcolqqnmbr1u4jado0nzz0h7oafnsinwek0sl5fzmwjgle2ji1nbvxbqsn3dhctgnxkrw2xxzt9%2bufabrbzbtou7z%2bby9taj0hlribwgcmgedyxlevcpvv55wy3kfvptypizaopga%2fco4csknfc1zfceonttlnqe88cgvoppdj6ogvb26psofqlgckxzr%2f2g4hxjzwxne%7ctkp%3abk9sr4ly68wgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,"used: an item that has been previously used. the item may have some signs of cosmetic wear, but is ... ",
scrap,84.0,dell,r420,,dell poweredge r420 homelab 12 core 2.40ghz e5-2440 32gb 1.2tb storage h310,server,https://www.ebay.co.uk/itm/126418372490?hash=item1d6f1f478a%3ag%3ajviaaoswo6dklcau&itmprp=enc%3aaqajaaaa4oenlxwubv9t1peqldsyr%2bqniicrt%2fatx2%2fpbc%2bionplw5kcqdllhttrjmzbff8hxxfwmrcc44ofivgx5lvyo3u4g1irsz7xj0h0s%2ba6ybhchoef19bym7hmf2vibrwporx%2fw1zo38lk5qfv6bzdfhw2unzwab7kxg0cviouyjzj9yzf7wjury9vp2f5zdebuet0exuhhwh10wjucd7swsbsvdcclg1xw5tpwd5nrd2wxgo3%2foigma%2fz3rmpv3ffjoo1lunurogl%2fua1hj75yi2x8oh9ail0ukn%2baahjha5r%7ctkp%3abk9sr4ly68wgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,good - refurbished,“all prices shown are inclusive of uk vat at 20%. this is a pre-built system that has been ... 
sell,189.99,dell,poweredge r730,,"dell poweredge r730, 2x xeon e5-2640 v4, 32gb ddr4, 8x3.5"" sata bays",server,https://www.ebay.co.uk/itm/285819758652?hash=item428c2f683c%3ag%3avncaaoswvgvlc0as&itmprp=enc%3aaqajaaaa8auxgfd%2bctl%2ft9mg2m3t5ijvsdzcrhf%2fah24y%2foqpzy%2bn9vsuklh8zvofrfftvmr9c0cs8u7v2n6pbole2e3ukxmnky0twnxakfpy1faikwfh8lwvq%2f0ppqcxwd%2bfklnqvatuiupg0z3ieczkuarftt79yaioqijtia8otewjij8ukqsmqfggtftxhnq4f6ob9dn1mps9fhnb123af%2fjvh5rrn8iapqmymi%2fbpfolw7%2fpbihiewhzdu9n943ry7ypq7agqxjo7fb%2figcziorfb2pjtt1t8iclrmhryhvkgmkw9cpohdjhdqeaxr8e4raxa%3d%3d%7ctkp%3abk9sr4ly68wgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,"“pulled from working environment, tested by our in house engineers. 60 day warranty.”"
scrap,100.0,dell,m830,,dell poweredge m830 server + 4 processors intel® xeon® e5-4610v3 sr22s 1.70ghz,server / processor,https://www.ebay.co.uk/itm/387125597228?hash=item5a227bd42c%3ag%3af9maaoswelhmfaep&itmprp=enc%3aaqajaaaawf3eqnavx6px%2fzjftkx1kf1qgzdpkyc84jpeatsygqf67oiei4dywoyoutw06jxm4r0kwbk%2fakvhjhx6b53mhvlznfysiulx4xil6i%2baz0pm2tjg%2bgqbbmf18q1fscwt3dw4xkfa0u2afdssjkrqdjvdqpfzixfx6fkcn2e%2fxbjdcruo6xjsn8q1kfzwd1y%2fp6q4uk8dlxmu0%2fynv64s2zq%2fyr2sshlku94sknvrhxapxhv0c2%2bw20resveai0btdw%3d%3d%7ctkp%3abk9sr4ly68wgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,"used: an item that has been previously used. the item may have some signs of cosmetic wear, but is ... ",
scrap,100.0,dell,m830,,dell poweredge m830 server + 4 processors intel® xeon® e5-4610v3 sr22s 1.70ghz,server / processor,https://www.ebay.co.uk/itm/387125597228?hash=item5a227bd42c%3ag%3af9maaoswelhmfaep&itmprp=enc%3aaqajaaaawf3eqnavx6px%2fzjftkx1kf1qgzdpkyc84jpeatsygqf67oiei4dywoyoutw06jxm4r0kwbk%2fakvhjhx6b53mhvlznfysiulx4xil6i%2baz0pm2tjg%2bgqbbmf18q1fscwt3dw4xkfa0u2afdssjkrqdjvdqpfzixfx6fkcn2e%2fxbjdcruo6xjsn8q1kfzwd1y%2fp6q4uk8dlxmu0%2fynv64s2zq%2fyr2sshlku94sknvrhxapxhv0c2%2bw20resveai0btdw%3d%3d%7ctkp%3abk9sr4ly68wgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,"used: an item that has been previously used. the item may have some signs of cosmetic wear, but is ... ",
sell,289.99,dell,poweredge r730,,"dell poweredge r730, 2x xeon e5-2640 v4, 32gb ddr4, h730, 8x 3tb sas",server,https://www.ebay.co.uk/itm/276537056304?hash=item4062e49c30%3ag%3avncaaoswvgvlc0as&itmprp=enc%3aaqajaaaa0ejj9cymqdyv4uwmcoyupbvzgbrdas9q4dmg1ugzar2a2i3re9pdaq2lhgrrjxqhibmv%2bxdg2yxeuh4dm3xhc1upe51qpou4mn1zke7%2bd9svd3f9sll5balmmyrjojbitv7lbittew9u92sr8tdgt%2b%2blgfkf8qauj36ypkoo13vvjulxgk1iawnt2xzh6p0bj3wtowzzslnjczd1e9n87ztkmmaa6hdnvehouexcpfwt605zjvjsx2npo2sljfd8zzidtc5zfuo2fpo02xrgova%3d%7ctkp%3abk9sr4ly68wgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,"“pulled from working environment, tested by our in house engineers. 60 day warranty.”"
sell,450.0,dell,r640,,"dell poweredge r640 , 2x silver 4110, 64gb ddr4, 10x sff, h330mini, read info",r640,https://www.ebay.co.uk/itm/285956440847?hash=item429455030f%3ag%3agwqaaoswqrzmjovl&itmprp=enc%3aaqajaaaa4f5fdsgypk%2f5kgkztwinzlnm0oh6wnmzdr5%2fvpufvhgopfsuoade7af3%2fra4p5bhza8e5zl3niugt310iwi8gmucqktjptdjme%2bxef813q9%2ffe7fvamzi%2byl8lajylyqfcjqbztncgrf4pi7d5nayivvw3g3kbt6kph%2bbej5ffh3cukalngu5ai6lo%2fj%2ffuwujnhs0xaq3gkyhtk1t3xdf%2f4inbuvqowjq6d%2bf8rg8fhdilpvua8c9nwegh2hc12ki3lpqemcb63z1tlnevdhzfjk3oqfbam4w8epgmfj%2fzu%7ctkp%3abk9sr4ly68wgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,"used: an item that has been previously used. the item may have some signs of cosmetic wear, but is ... ",
sell,200.0,dell,t140,,"dell poweredge t140 xeon e-2124 3.30ghz 16gb ram, no hdd, tested server",server,https://www.ebay.co.uk/itm/266902161292?hash=item3e249bc78c%3ag%3awn4aaoswxy9mkyrf&itmprp=enc%3aaqajaaaa4aq%2fbqwg5mv56gakwo5fgodwt2u1mys3ecsisls2uvm9nmlsowo%2btk5cb%2fl3kpzwujarx6xxrt0thnsarsjwgmkamf16pkm4kmyubjgh9oie8xcl2%2fsnbr3imlpmbcln7j%2bnwepmyjl8sgqohbkkj6jwn9sq5kceuxm6qkjbqdtnez3nzw7rzjamjh1adsaqvk5ldzpj2gfwzhkqpha9ydyewhjtd03kfny0qvpzo2ijvda%2barg2cqldamztrgjn4ot%2bzdgogf2rxz1q4yjhn9xj61rdxiji5blanh8gmpu1%7ctkp%3abk9sr4ly68wgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,"““used, 90 day warranty.””"
scrap,48.88,dell,poweredge t20,,dell poweredge t20 tower server pentium g3220 32gb ram 240gb ssd windows 10,desktop,https://www.ebay.co.uk/itm/285932366209?hash=item4292e5a981%3ag%3a4f0aaosw3k5mfusq&itmprp=enc%3aaqajaaaa4jxriwrhnz9d5vwm1tscxwpet3suuf0g4bpn%2b%2bqxpm996hxhbwwtzsfzhyyamqv6lycccaw3imkt1tlranwb3iu5vnkqujohzkp9oudzq83rqkoop5w6dfnvngrfss8vnpkoq0qpbaf25txx%2bnhlrudjpklf0bkhpjbn21lgls1ivmy%2fdkn%2bvduf66y%2b5koe4eii6pjc2bfqfwiyw5b%2fpo6jmu9auqsvwekoai1qgoy1amw56zn1bp%2bef7havtu1pslt88yapug0ubhsqyf%2fyitd4nnaqagzqgptlydcv62g%7ctkp%3abk9sr4ly68wgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,"“used expect marks and signs of wear, side cover is loose does not lock in as shown”"
scrap,349.99,dell,poweredge t430,,dell poweredge t430 8*lff 1x 2623 v3 32gb h730 1g 0x ssd/hdd idrac ent,server,https://www.ebay.co.uk/itm/156240472875?hash=item2460a86b2b%3ag%3aulsaaoswladmxclq&itmprp=enc%3aaqajaaaa0m5dfksomupudnxqnfumklkd7xlodywr0n6bffk6vudcblkrq7ngscyow5%2fulmfif19ymekatbpufulpyrzhelvwrpwi6f2umh3t5ftxdmcavngys6jbafhdqb9ztrhbxel1f6dl%2blpld5l0%2btszeoyf22fk%2fklny79fa4e6js%2bxnypnussyl3nmrxutez3wrc7f1fype3w1nioqbarmilueomydk7h04zscaqzppocn8kjvhk0bf0mrqkimlsyhgzovmzt7xjyjt8qibhqk1k8%3d%7ctkp%3abk9sr4ly68wgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,"“b - small scratches and dents, fully functional and in good condition overall”"
scrap,299.99,dell,poweredge t430,,dell poweredge t430 tower server xeon e5 64gb 2 x 1.2tb 6 x 300gb sas drive,server,https://www.ebay.co.uk/itm/145330272329?hash=item21d65bf849%3ag%3adgiaaoswrfhkga6h&itmprp=enc%3aaqajaaaa0ivjl%2bfodp8haxxv%2f%2bq3tbtlrodmk7bs1x9omcycocwcqfyvafp%2fn5sgn1b4o1yyls0ixtyeniprlawwxj89zmf5ptwgj7rc1vklt4geluw203z8nsos%2b0ywjla8%2ftdurz8s%2bw%2fy43ewjfsp7xkw3ofcchuh8nftpurkoavxaijj%2buoav4ol6onfskfusaggnn3tee8pyetldsnh30zh7sgiwf1bcgcsreinycrev2ea%2b%2bdf5g0ny53jxcp31nar7%2fcu%2fety%2bpsqpj4lvrwgqby%3d%7ctkp%3abk9sr4ly68wgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,"used: an item that has been previously used. the item may have some signs of cosmetic wear, but is ... ",
sell,234.99,dell,poweredge t430,,dell poweredge t430 mt server 2x xeon e5-2630 v3 @ 2.40ghz 96gb ddr4 perc h730p,server,https://www.ebay.co.uk/itm/126507867697?hash=item1d7474de31%3ag%3amrcaaoswim9mvvg7&itmprp=enc%3aaqajaaaa0gkmuetspccq9takqg9d%2bkkylkeltesz0hx3jrcbr5zes6dgw6gymwlalvr5tbbtowepb79kywi79gaxv1ix9yd4jwxpj07mc6d7uq2mtu8rikke6pi8xi1urgxpavimb7cq9qyeqj%2fxm0%2f5gidrstf%2bupzdl1vibsi9ja7tmam0wqgcpt%2bbphwmtgbw99jus%2bhfd8ziyyqwngl7gbt5%2fzbjbsj8jvggqvovp3o867ad%2fhydnn2cmman54dzsfj9md0%2fdmqw1tlzars1zxzhytk%3d%7ctkp%3abk9sr4ty68wgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,"“condition:- some marks, scratches, sticker marks, signs of use, dust.specification:- see title and ... "
sell,459.99,dell,poweredge t630,,dell poweredge t630 mt server 2x xeon e5-2650 v3 @ 2.30ghz 96gb ddr4 perc h730p,server,https://www.ebay.co.uk/itm/135080195772?hash=item1f736836bc%3ag%3azykaaoswwkrmvbzf&itmprp=enc%3aaqajaaaa0cznrwfy2x1loe3gzglbn1qf68cfji9igmcgpesnez4l%2bmbf4%2fjbppnvxkjdaguk9thzmbg%2flwrcu5nqp%2bpuvvryaci544zflh%2biab%2bp%2bcxt40g2e86nyfohthlxyexhxzqzy1ehv9xzgmodccnyg2u8sepcainv9t5ketrfdew5c1z500snllwgxsop2fhoqud%2fsp8syag5f9wdbubypwwxzr8hpxebdwcutpal7qcgzsmq1stx5445pf1ms9kogyfpojxss2xpbmlsmitjpv8%3d%7ctkp%3abk9sr4ty68wgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,"“delivery information:- this item will be delivered on a pallet, or it can be collected which is ... "
sell,459.99,dell,poweredge t630,,dell poweredge t630 mt server 2x xeon e5-2650 v3 @ 2.30ghz 96gb ddr4 perc h730p,server,https://www.ebay.co.uk/itm/135080195772?hash=item1f736836bc%3ag%3azykaaoswwkrmvbzf&itmprp=enc%3aaqajaaaa0cznrwfy2x1loe3gzglbn1qf68cfji9igmcgpesnez4l%2bmbf4%2fjbppnvxkjdaguk9thzmbg%2flwrcu5nqp%2bpuvvryaci544zflh%2biab%2bp%2bcxt40g2e86nyfohthlxyexhxzqzy1ehv9xzgmodccnyg2u8sepcainv9t5ketrfdew5c1z500snllwgxsop2fhoqud%2fsp8syag5f9wdbubypwwxzr8hpxebdwcutpal7qcgzsmq1stx5445pf1ms9kogyfpojxss2xpbmlsmitjpv8%3d%7ctkp%3abk9sr4ty68wgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,"“delivery information:- this item will be delivered on a pallet, or it can be collected which is ... "
scrap,99.99,dell,t320,,dell poweredge t320 tower server intel xeon e5 2407 0 2.2ghz 32gb ram 2.4tb hdd,server,https://www.ebay.co.uk/itm/256553776333?hash=item3bbbcbf4cd%3ag%3a7huaaoswbcxmerr8&itmprp=enc%3aaqajaaaa4nlg33yel70spnwepkkubt%2b5uecjqf4d1ycujioqvyw5b5xi0fvcbjnpcf70awlncp4ncxvsxchsxz3mnknrj8to%2fh0hjls3ptmxzsvct9n0xjmvtydctk0oldeejtd9nyneis9bvid8hr52qzabwi37wum5eavudnkl3bbkweclitm4hnzj0ledf7dxfrkvayrkn4%2bcdurpikgdgr8mwaenfuvxpgfawnb5tpuuvqxsrdl%2fus5ujc--gwdh49dthwjgdicbfjinlvilj36fugxespikvi8fr8eljkjtmyau%7ctkp%3abk9sr4ty68wgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,“some light signs of wear to the case in the form of scratching or grazing.”
scrap,199.99,dell,t320,,"dell t320 - xeon e5-2407, 32gb ram, 300gb + 2tb sas, win server 2019, perc h310",server,https://www.ebay.co.uk/itm/387094936533?hash=item5a20a7fbd5%3ag%3af6gaaoswlzjmcjze&itmprp=enc%3aaqajaaaa0co5fefs2meviurg2kmr6pyfycdcoxzigzea6dzd0ycnmt4tz%2bywxynzlwmfjii8tvlw3kaevj5ayxdsjfgc4s1ixpvlrqwswukcmigbuu1wul3s1oxsh%2b8wdrhbe%2fsjjleik87e0qfqlee2ojfy%2fewovhqey%2fitytrms4ikczeie%2fsrcpjwa7dn%2fabo2eupeg6ex0wkrjhaeu%2bchhyoa%2b807pbvyjiyqtg0xvhd3p47%2bhn%2flv7cikiumlylcsmxrswgyms6eqlfprsdpzah%2buq%3d%7ctkp%3abk9sr4ty68wgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,"used: an item that has been previously used. the item may have some signs of cosmetic wear, but is ... ",
scrap,129.99,dell,t320,,dell poweredge t320 tower server intel xeon e5 2420 v2 2.2ghz 48gb ram 2.1tb hdd,server,https://www.ebay.co.uk/itm/256553769521?hash=item3bbbcbda31%3ag%3awpwaaosw9n1merr8&itmprp=enc%3aaqajaaaa4d2ovemn%2brwnnkgqtdsauzaytnq%2fi%2fn8x3r71ymmljk4gtmlnnyqwvzpzfpy0gxpq6fzg673mzzjtcwudd55jcp9jlhrsogjgjlr8%2fxg3qoizcps21ubks2093cg4czahxmqmttqlrlw2n3h1nnttcr59ctoxazmbgamgmflftr4robtukga9ymlz1qx6gxz5xwou%2fnaatyvmkwjjybex7gmsime9hte0q6tttyvqew0c7smklumqropczllo%2fteauhfni%2ffgapdbcxi6ki7h0put%2fgl2fcazofsxwz%2fgjkt%7ctkp%3abk9sr4ty68wgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,“some light signs of wear to the case in the form of scratching or grazing.”
scrap,249.99,dell,poweredge r630,,dell poweredge r630 server 2x intel xeon e5 2660 v3 10 core 256gb ram 600gb hdd,server,https://www.ebay.co.uk/itm/256563956800?hash=item3bbc674c40%3ag%3awboaaoswim9mvwuo&itmprp=enc%3aaqajaaaawk6kewlaq%2f7po0q3nsgfgg1tjuqa9%2b6oc5jrpig4ig2w3v%2f8nj3ifvtl66ds8nu%2fkgzo0c1bwfq8zlj7kwjefjsbkfz%2bztogpjgulciqxx%2bq8am8jdigaj8bgqkt4f05bmzsvmueg5h%2bw0xg1lzb1%2frhlgkep0vz5ncjpvtxau6r4lusuus6kelztm3hbujikttzqggvpltiuytfid3dlkrsdzhocpwbwdcwwy2dcri%2bzkumuyuyqdj8vr1vxrj4hq%3d%3d%7ctkp%3abk9sr4ty68wgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,good - refurbished,“general cosmetic wear to the casing. no face plate included.”
scrap,249.99,dell,poweredge r630,,dell poweredge r630 server 2x intel xeon e5 2660 v3 10 core 256gb ram 600gb hdd,server,https://www.ebay.co.uk/itm/256563956800?hash=item3bbc674c40%3ag%3awboaaoswim9mvwuo&itmprp=enc%3aaqajaaaawk6kewlaq%2f7po0q3nsgfgg1tjuqa9%2b6oc5jrpig4ig2w3v%2f8nj3ifvtl66ds8nu%2fkgzo0c1bwfq8zlj7kwjefjsbkfz%2bztogpjgulciqxx%2bq8am8jdigaj8bgqkt4f05bmzsvmueg5h%2bw0xg1lzb1%2frhlgkep0vz5ncjpvtxau6r4lusuus6kelztm3hbujikttzqggvpltiuytfid3dlkrsdzhocpwbwdcwwy2dcri%2bzkumuyuyqdj8vr1vxrj4hq%3d%3d%7ctkp%3abk9sr4ty68wgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,good - refurbished,“general cosmetic wear to the casing. no face plate included.”
sell,199.99,dell,poweredge r730,,"dell poweredge r730 2x xeon e5-2640 v4, 32gb ddr4, 8x 600gb sas, h730",server,https://www.ebay.co.uk/itm/285952680867?hash=item42941ba3a3%3ag%3ar8saaoswvhxls8jd&itmprp=enc%3aaqajaaaa0hitkgodp0cjamjeaahpehttuq%2bnvnbzu6v6qum7x%2fyhrxur%2briy9mramduuxlw%2bvgnvbsc51%2fixbu5kcsuoi45bjukmjrdsobdiijvcflupm7pbdwfafol5cgzljqagir7%2bidy3b1ibd4gnw9pqztussyuqubtftmcs000ask2l0iofmbtglzh5elhh5aojb2limj3kkmmobytbhwimrf3m62crbsylblhubviy7v609xv%2fezahgp8w8dbenlqwkzsympsbbyffbq0risq30xi%3d%7ctkp%3abk9sr4ty68wgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,"“pulled from working environment, tested by our in house engineers. 60 day warranty.”"
