status,price,brand,model,generation,title,type,link,condition,seller notes
sell,245.65,hp,dl360,gen9,hp proliant dl360 gen9 lot 32-core e5-2690v4 256gb ddr4-7.2tb sas 10k 960gb ssd,server,https://www.ebay.co.uk/itm/165619963772?hash=item268fb8177c%3ag%3av50aaoswpnvij46q&itmprp=enc%3aaqajaaaa8malfbzynedat%2fyff0n26w8eetrnlkykmqhyqihyge%2bdorebup3cnkgbnah%2f7w7pbhkojmtwka3faa%2fqc5o%2fipbthv0f9hlofdwmmscuo8s8vyrfabdhpgajllqgjulkpjaqjhnsj899lzz4ap7oanecabdnoggk%2ficai7k54wxwmysq%2bzl6xsl%2b8d6f%2babp9z4kp5dt9xtcgveh%2fx%2bpfdicb9azophoz5s1%2brzemwwn%2fbyfl8vx8rw%2fqhktp8u97aooycgsme4jfwejpcex1ew372gdh66r4ucv6b87eyybnkduqirdq3qdf917af4mxa%3d%3d%7ctkp%3abk9sr-ldlmygza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,"“this server is in very good condition and can be collected from our office in reading, rg6 4ut. ... "
sell,520.0,hp,dl360,gen10,hp proliant dl360 gen10 server 2x xeon silver 4210 128gb ddr4  12tb sas gen10,server,https://www.ebay.co.uk/itm/226139149834?hash=item34a6f1960a%3ag%3aff0aaoswi%7enmpg1k&itmprp=enc%3aaqajaaaa8lmesararwdauifp4iinr7848qh1z3zauieswdmfme0armngowfxsdbgb5py4dpome84wnc8rmeqagrhdabebabwbcscxytxhpa4vmamqitmhokoaxvibcvq%2fcdtqqewzu11msehztpezvfnhlbrfqtcs0pfvvdvzkks8qjdhy6pesfjiljgcv71m1klrlrkvfradvhr5kj27ku32ovre3esjij6mq2bokvy9kqdpuvtzjlg4kvdib0k8lgw8isybghexmemk2ujprpwkeurdzdndmfz03jy2k3snz4mcbbqolien%2fp0jlwjtfnkqupipq%3d%3d%7ctkp%3abk9sr-ldlmygza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,“very clean”
scrap,90.0,hp,dl360,gen8,"hp proliant dl360e gen 8 2x e5-2430l v2, 72gb ddr3 ecc, low power server homelab",server,https://www.ebay.co.uk/itm/166347741691?hash=item26bb1919fb%3ag%3avg0aaoswcmvkwpbu&itmprp=enc%3aaqajaaaa8fqgfcbpivbsbczdp%2bkgbwzgpe26xrlz%2fpii%2bmy34w5oasfhvcbpvl7jgy7i1uusphr0qisoeonco029%2fvevsyy1ravlv4%2fgnmqf0awe0lcwhbq20%2f5trhfuj2tdzornr2c3wv0fl27ove4hfea0auddphq1xwn2ug3ygsywbtsrhcl5jfpo1%2f83mdhq84gg8smkwic09ttnkbddcgdlt7my0uazzcql7dvu1p3w3h73r2acnm8jrl6gzlohogauuroir4kvdruqltf1sejt865o2nfxrrpoz1b5cts9cwfn7ingdikvcwqpnjzt5nz1lw%3d%3d%7ctkp%3abk9sr-tdlmygza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,"used: an item that has been previously used. the item may have some signs of cosmetic wear, but is ... ",
scrap,290.74,hp,dl360,gen8,hp proliant-dl360p gen8 2x e5-2670 16-core xeon 128gb ddr3 8x600gb sas p420i/1gb,1userver,https://www.ebay.co.uk/itm/166834244210?hash=item26d8188a72%3ag%3a3puaaoswqzfdw-hr&itmprp=enc%3aaqajaaaa8fdhfvr0ni%2fnfndvbarinwg%2fuk38eiyh6rbxjtretnqmy%2bhaivtc2msjlhn06cy2s8mcgmc440melh%2fnqry7j8acobvmpdcpmihitv3wg00tnc64awci9hke6uf5rwtmsmc9watvobt9qkd4tppcoau4lot1kuvzo9i9ug1fl%2fh5r50eo3771kifwbzlpx8vfqsaixkgmfugx0dtl%2fwcb0jwzqa52p4jrt15iqsbt4n2hbk9zspogwjon4c%2fy4utepl%2bqlyk%2fsspgedcwmztvjhxph8jvllramnxrbsbltfw%2bpdlxtptyrgxumxcsiitkg%3d%3d%7ctkp%3abk9sr-tdlmygza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,“best offer is only for those customers who wants to buy all 2 servers.this server is in very good ... 
scrap,1049.99,hp,dl360,gen10,hp dl360 gen10 8*sff server 2x gold 6134 128gb ram 2x 240gb ssd p408i-a 10g flr,server,https://www.ebay.co.uk/itm/156172925110?hash=item245ca1b8b6%3ag%3ao6iaaoswk31misg2&itmprp=enc%3aaqajaaaa0auudiubulriklxl8lcn31yu99c%2fapmu1czwe20o8z8%2ffaveic0fnyovonpqtlp8nf8zwea2qttsipp9ghoxogrc3vu%2bbt45vhgqeno%2f2%2bbfqpj7foml1z7l4vhlfacfp9our1kuo0mxwamfmcxvsqyngesg1lnz%2b%2bhqrubqyxv60fr%2bv%2b33wlsjjbt1tm5tou37olx7paxlewzjskbgiyx0ix%2fgjteo9kxv1x%2fvnsxh6sn0omt8ajsakk%2basq6jec%2fhmwctautxdlzccy458em%3d%7ctkp%3abk9sr-tdlmygza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,“has small scratches and other signs of general use but in good condition overall.”
scrap,99.99,hp,dl360,gen8,hp proliant dl360p gen 8 1u server 1 x intel xeon e5 2620 0 2ghz 80b 2.5tb hdd,server,https://www.ebay.co.uk/itm/256570683412?hash=item3bbccdf014%3ag%3aqneaaoswglfmt03u&itmprp=enc%3aaqajaaaa8bhsxk0doq3hxzopbiewehlaaw2hme6ioo7lhvihct1pf8uxfepcpaqu%2fkhxkettlas0atepuipkzmsmu%2bczgqhgpqt7xfl%2btk15xqkgi8nhjpydug7rzwv1emkjjlj5qxcgscpt8f1wcicdahp5%2bwispqjj1o9ly0n2pnnuvixbyex9skvtxbp9d1hzqc2xd%2biysrbuzcvtdz%2fsbuiyriw1f4uyzrfszvcvhb62vwsllg7xzx7t8w%2fnmdrvri%2bd5xayfzgmi8%2bl8o%2bykuhyawvsn%2fnxgdly1ay84kb%2b75kdb3ga4r%2bofixgea8g7pbkfg%3d%3d%7ctkp%3abk9sr-tdlmygza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,“general cosmetic wear to the casing”
scrap,1000.0,hp,dl360,,hp proliant dl360 g10 2 x intel gold 6132 2.60ghz 14core 64gb ram p408i-a sr,prolian dl360 gen10,https://www.ebay.co.uk/itm/386940151848?hash=item5a176e2828%3ag%3aekgaaoswmwnkit4f&itmprp=enc%3aaqajaaaa0cpnqcwogub8c7fiuuqaybrsyltujlwybkzlql7l%2bjt9x83ux%2bvug7tncn3etjmylar4nv6dfsootiokqarvhdlpw9%2fi18byiwtturhpbspdu4diml5d%2flyym9skprbjs7slzkm9kbr7qp1aedw7nwjwyzqtuobq%2fxnydtqynqgyrxdk%2f9o8xclyidt%2bsc4rf519jk8kz2%2bm9avkuhdx%2f4bjvd0arag%2f87pmjtgvvdwzfsxbk2ji0v3iyfnggjqs7z92tfcrw3wamedal9rdpco%3d%7ctkp%3abk9sr-tdlmygza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,“supplied with 1 year rtb warranty. price includes uk vat @ 20%. ex-vat invoices available for ... 
scrap,120.0,hp,dl360,gen8,hp proliant dl360p gen8 g8 e5-2650v2 128gb ram 8-bay sas 331flr 1u server,server,https://www.ebay.co.uk/itm/364898211751?hash=item54f5a0d7a7%3ag%3a8niaaoswf3bmrzoh&itmprp=enc%3aaqajaaaa8a1p7pulmicpnhxw%2bzpj%2bpm5xpbqss2psaxgx4lmw0kccn70navfz7%2fkriznrrgfh%2bksqqa%2fq3kx0q176vkir%2bchitm8afy%2bcd6in%2f7rs1whhub1n%2fmppqu4oiifg%2bwwomp7mne9teordzmtot4ierlf36av0bnd1ewzfuf4xdtd4%2fjppcn%2bmy7zfnupoxovnymk8wjeyf7oi1qeqkzsxdxlp2vwh3qz0hr4zzqgjuc6t8mqeksts9vhkoy3sgfixocqp0ysm%2bj6ujvjpgmc%2fazcoz01z7sc6h2zu2erqtav3qkmfxr2noixau%2fpv4forq%3d%3d%7ctkp%3abk9sr-tdlmygza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,"“in good condition, full working order”"
sell,129.99,hp,dl360,gen9,hp proliant dl360 gen9 server xeon e5-2603 v3 @1.60ghz 32gb ddr4 p440,server,https://www.ebay.co.uk/itm/116118557088?hash=item1b093491a0%3ag%3apa8aaoswlqxl%7euaa&itmprp=enc%3aaqajaaaa8ffjrfjcafxte9aruac2kwybpg38xmm2kldgyuo5ezgq8ycb%2bf9qk3wur%2fgwzbebouv0ghhtsu9mltjhdcgxfdso5dp3bgh%2fq0irdvcmjj1zj9ntxpgtkgv%2bio1gytyasfk3xe4dfm%2fnvd9al3kgpdftgjmn%2fxukqkqzyow1asvj6cuemv3lhub3ljjg1jhwx%2b9t878qmwmto5ufkrspokdgvpkyaafewx7c5kvrqyplmzo0xt8j8ngpgqb2zwg2narru%2f1uhvu2bypfwfumqr3j%2b36eseyyqhgnd3qebbd%2ffnu2qggyyyd6kf7fjwhziq%3d%3d%7ctkp%3abk9sr-tdlmygza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,"“condition:- some marks, scratches, sticker marks, signs of use, dust.specification:- see title and ... "
scrap,40.0,hp,dl360,gen9,hp proliant dl360 gen9 server 1u no hdd,proliant gen 9,https://www.ebay.co.uk/itm/235528079175?hash=item36d6914747%3ag%3a2m0aaoswmzrl%7eyf5&itmprp=enc%3aaqajaaaa8mzz7ah6cm66hzgopwxljnxe141c6omm5dhapre8yzg8bdlewqlvi1pnmh%2bfbizqnayemkk2ucbysxgz1wgtamgracwwpmn%2brep%2bj2v7qlbu18utx4cekfav5k%2flax5o78lmdr04je0flk115xq8nf%2fxz8g6aaujkyoxw9cb3jd4hoockzunzwxwsowrmcxuf6fvzxgwu1%2buyjouiebc20if%2bcryhk%2f4x0zbxn0oj%2bxkrfwdwcvpp1447gfajk0zrl20omn3gyxsgpemyvfmwwgufykruedbjrtexwkatggmro5r%2f7mrrdtv0o5ejljpgg%3d%3d%7ctkp%3abk9sr-tdlmygza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,"used: an item that has been previously used. the item may have some signs of cosmetic wear, but is ... ",
sell,109.99,hp,dl360,gen9,hp proliant dl360 gen9 server 2x xeon e5-2630 v3 32gb ddr4 p440ar w/ modules,server,https://www.ebay.co.uk/itm/135142958674?hash=item1f7725e652%3ag%3aqusaaoswpxtmh-ef&itmprp=enc%3aaqajaaaa8oyashpschb5poeq6pbby8cgw20lawterlb2j%2bulc0f%2fxxody2gy9tr1kr15lfeg6e2lt7v2wzkqpopzhcg%2bem0qlutarnehpifgzyqosv8jewu6qmb2x7uy5ejo0wwccmqkxmxlhl4z8jbqwtsolwgcic1gqv%2fc%2fvir2qwapzortoeqmy5o85vtlgh%2fsj2dihmrwpjc0iwkfybmgyfvucdfcxpbvahi3y5nhrlvrgpaaezglpzztk55c6msifhxu2kshvwm6ir3syzub6tzjors6fl9k9nbsdf0kgcbfdcn%2bvwkwrvycodo1cdzs5hwiw%3d%3d%7ctkp%3abk9sr-tdlmygza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,"“condition:- some marks, scratches, sticker marks, signs of use, dust.specification:- see title and ... "
scrap,1499.99,hp,dl360,,hp proliant dl360 g10 10 2 x xeon gold 5218 192gb ram 4 x 2.4tb hdd p408i raid,rack server,https://www.ebay.co.uk/itm/145779990943?hash=item21f12a219f%3ag%3aoskaaosw8c1mrlev&itmprp=enc%3aaqajaaaa8l9fm0boxj2ci7mccqn6gu84fck2vozbyuv7hit4yuvzpg8sf9gi4ukudlgicrm0udipiqonx3flo7huha7m8mkae0%2btdt6l%2bgncttgjhvd%2fkpj58pey%2fsnzuih1pcc5zs%2fd2u%2fkhucwkvvchaazq%2bcu--2vfad2%2bo2tanyvrp9iof4h%2f1e%2f3aour5djlwievoqcxmwfy%2f6xqwoptsjv402b7vozyajdppjgjz6nqngx1ezqja5kaqkt8zusyk5vq%2f65gmu9khkzbyviqnu6hr%2be3rzchhfw%2bnz4lkvldbv9ldnx0jk5p4dv%2fdcfbqqdig%3d%3d%7ctkp%3abk9sr-tdlmygza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,“good working condition”
scrap,73.49,hp,dl360,gen9,hp proliant dl360 gen9 server 2x xeon e5-2630 v3 @ 2.40ghz 32gb w/ modules,server,https://www.ebay.co.uk/itm/135132467416?hash=item1f7685d0d8%3ag%3aj5qaaoswcbtmhq5y&itmprp=enc%3aaqajaaaa0im0lbtiptldhik65ma6mgbed83c57n3ubqrljoxj6%2blwqbcor7vyrd4octak1xnyvpe%2bqjytptzyl2eosp3yacipqc5iqfgsbaqcgiett%2fnttprxxkadyfpycjpc3yz9rkwnygcqtxp%2fgowgrtlhsdipou%2ffwbg0h5eetkvrit32n%2ftekbg%2fh5npemx7tkq3lfq1eihetvf0n9a3fbrxb%2bkwacwhscwh6tz%2fzdwiz1q%2b4zvch98nx4f%2fapkk4lvhofuj4%2b34a4ahtw4boinony%3d%7ctkp%3abk9sr-tdlmygza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,"“condition:- some marks, scratches, sticker marks, signs of use, dust.specification:- see title and ... "
scrap,75.0,hp,dl360,gen8,hp proliant dl360p gen 8 e5-2630 v0 192gb ram 2 x 300gb sas p420 gen8 1u,server,https://www.ebay.co.uk/itm/315504605027?hash=item49758a3763%3ag%3alokaaoswuf9mbkek&itmprp=enc%3aaqajaaaa8hgatcf8%2bazce9v90jmiqhtqjfkth4puokzqtdwilihbdshtuar7ayj3lr0%2ff%2bbzevq%2f2vnpzmuocalt5pyvufvzgomegdnfxtznktymgk0i%2bspksmxhp3fdflywgu0uz5t2zvvu4zfhpus0rd8nd4lrj4ari4tbpd5nnzzf1yrqer2em8xreqtcvol9y8xa7yr7oyjwutooro%2ftncxd43k6xq79yjtgvr1iz9akmtnfvriuoshtzg3h2ntv%2bn%2bvb5voey5fhjblxcnvd5cbxwoanoddtkcasavve73vp2kwgfifgi%2bkpnjqhspbqri%2bxg%3d%3d%7ctkp%3abk9sr-tdlmygza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,"“please note, its used item and may have some signs of use, but fully tested and working. actual ... "
sell,119.99,hp,dl360,gen9,hp proliant dl360 gen9 server 2x xeon e5-2630 v3 @2.40ghz 64gb ddr4 p440ar,server,https://www.ebay.co.uk/itm/126480056586?hash=item1d72cc810a%3ag%3adboaaoswmrpmpmfx&itmprp=enc%3aaqajaaaa0bkuaoqd7138sfe0ybgyxv3ejnovhacrmy4%2ffjmgnnwwu7jrpes%2bvoe3nyhgytd71zc3nukyjvzgbexms3vy9h8or3ptmtdw%2fn9hdzt797zogsj17cjsm1gfkzvjqojmvz0zf00qpfwgym6qtphsy5rbztsfejj7fgwdcphhq5j1zrefk6zjto%2fqhmaqcvn%2bnoqn69mz25ehvsww21cshk4pgdzzxnoniajjpe7aagbm1lcrljoslmnhqor3o5x4r1m6vevow3jy0iwlb8dx1xy%3d%7ctkp%3abk9sr-tdlmygza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,"“condition:- some marks, scratches, sticker marks, signs of use, dust.specification:- see title and ... "
sell,139.99,hp,dl360,gen9,hp proliant dl360 gen9 server 2x xeon e5-2630 v3 @2.40ghz 128gb ddr4 p440ar,server,https://www.ebay.co.uk/itm/126544648768?hash=item1d76a61a40%3ag%3ajjsaaoswrabmdxfl&itmprp=enc%3aaqajaaaa8dmd6kqlcs5dzwvzzlqbifcnufe6nhjpxyat9y8smbgbcnupohtqpf2%2fcazrbca9qunsaqmyy1bsryhfejazpj9lc2ca1hnozir4x0qxuaunov5c6u%2feb69yhk4dtqnoksvztd7gsmihava4kj62gnwweixpet16yugdbdaxwdrcqrrtdkxxysuzoxwajpfykdgpifkzkmw4u%2ftt8jrgpfl%2bnmdsws%2fbqoa8qkyl1ynhzque%2bjjb%2bvzuaukx4roxa47bsubx2ffka0gpmqn3i0zddnbx2hfgctfi6txxquxbzy2kmd88eebptpnbwsynqw%3d%3d%7ctkp%3abk9sr-bdlmygza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,"“condition:- some marks, scratches, sticker marks, signs of use, dust.specification:- see title and ... "
scrap,800.0,hp,proliant dl380 gen10,gen10,"hp proliant dl380 gen10 server 2x silver 4114 32gb ram 11x 1.2tb, 4x 300gb 15k",server,https://www.ebay.co.uk/itm/166880996030?hash=item26dae1eabe%3ag%3azsuaaoswj5xmnkbl&itmprp=enc%3aaqajaaaa0aydpx5ay6pgbchysprve9srtggazyhqsizox1pnuz2qo9s7a2nxnrmvc7kzpuhpcwsrmbbn0uvm78nuan0nqbmygaigiibaif2w2grbdarwvaza3uycv27c1z0k29mojunv%2fudam%2flla4kuwkqsm%2f1iz7gjoqsj9crlujl4ktzd0ehjmvtskuqsgikaakjewsz%2b6pytstaxweybgyyimos2jpq9zwhyctpht1%2f2uh4azsoqjhnooexquvcvt6ilgqdggka4ocweo20zv3o6ceg%3d%7ctkp%3abk9sr-bdlmygza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,"used: an item that has been previously used. the item may have some signs of cosmetic wear, but is ... ",
sell,89.99,hp,dl360,gen9,hp proliant dl360 gen9 server intel xeon e5-2640 v3 @2.60ghz 16gb ddr4 p440ar,server,https://www.ebay.co.uk/itm/135073789558?hash=item1f73067676%3ag%3a4jmaaoswoubmtko2&itmprp=enc%3aaqajaaaa8hrdtlsblkugxa9zezq8cwc1yzqgjdimhyskwal1r%2b4a0cupngnyzxovrnzucemallkm45jijfyn5nqqoumsac260hobspsapnwe08m22zy6wo6v1jay9gdpe9u6yc5dzjr9lgq6euc6ztl69mzkaqthkvqnjlhyjwfg6xarioiklbmwacuazkbnlekfkpeazgimfmmrbzpp491nwqmqb9o5ut38cciw4frdc1ew6xyfl%2f4k%2buwnis4aeq8%2b97xqvbkorrss142ado0jbzpvt20jvoets%2bqz7mhbpyq55beoyieidknnowty7l2icaquxg%3d%3d%7ctkp%3abk9sr-bdlmygza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,"“condition:- some marks, scratches, sticker marks, signs of use, dust.specification:- see title and ... "
scrap,120.0,hp,dl360,,hp dl360 g7 (579237-b21) server,,https://www.ebay.co.uk/itm/326160812165?epid=217212492&hash=item4bf0b30885%3ag%3ayiyaaoswm45mafsx&itmprp=enc%3aaqajaaaa8fpncuj6d5x%2flm5fltglww8olqr8veaji77%2famzl48e56t9be9ey5pjecbu5hsuienzd1pesovxbdrvozibigycuiq5mcerpvcudsit4w3o6el%2f1x8obd4c0fqjhn7hosyzk2o9zvldhxf2zil5kgth5h19f0didxmlz8jokqx%2fm87xyl5yfhv9qito8y3end3ftcl2j1iiblthhkscombycsysucuek%2fgq7nykqoa3yfjp9fzftb9273hsof%2b759vin7607kolpngmr6sm3vzqfcv%2f6d2rv1mhmm%2b3vfzmlrm2utdnu6llhkxg2mpiauw%3d%3d%7ctkp%3abk9sr-bdlmygza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,,
scrap,281.56,hp,dl360,gen8,hp proliant-dl360p gen8 2x e5-2670 16-core xeon 128gb ddr3 8x600gb sas p420i/1gb,1userver,https://www.ebay.co.uk/itm/114981467303?hash=item1ac56df4a7%3ag%3a3puaaoswqzfdw-hr&itmprp=enc%3aaqajaaaa0be41y8kmqizsfsqfzk8%2b6lw8ozersqzn3m0h6xnje7atiewpbgvcyhunsgagoxvv63f3%2f8zuxtw0rhrwc2uflgx%2fdtwro5isne1uco6tadsa0bklkcmvqnmqxxuym2mno3kxahw8gubui7rvvajfjtt4teina78kx%2bwx0pzbdnnegpwunfyvjlpkvc7invdx0g4ymzff2uvgojuictcgsodvnzq4hj5qnhrzzg%2b9jwuvubk5pwnsjjcz9yf1qjskxq8pgagnthwrx4ymfjcazy%3d%7ctkp%3abk9sr-bdlmygza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,“best offer is only for those customers who wants to buy all 2 servers.this server is in very good ... 
sell,400.0,hp,ml30,gen10,hp proliant ml30 gen10 g10 intel xeon e-2124 16gb ddr4 h240 12gbps sas sata rdx,server,https://www.ebay.co.uk/itm/186567000589?hash=item2b7042820d%3ag%3a7r4aaoswtx1mlsy7&itmprp=enc%3aaqajaaaa0pzd8twkfoasuhjfu2pfh%2fba6%2bheyzubf7sbsxcua5x6hrszcewwxalhvje%2bcpu1fjpna%2fndmhuurjzmqdbu01vqfhl4hmr3ejqnogtqg%2bykvgxxel5cay9yhn%2fbxlnrsrckouemgkyyk902rmwccv4yfgmztizaikdud94myytpfdw%2bjf9om3b%2bvytef%2buqed9iassfnwkxqaz7cayutqoouowjfm8lqrr26ywbpigpg1mwfm7s%2fsplynivaa7lziwsodp4ory05vgfmariuku%3d%7ctkp%3abk9sr-bdlmygza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,"used: an item that has been previously used. the item may have some signs of cosmetic wear, but is ... ",
sell,119.99,hp,dl160,gen9,hp proliant dl160 gen9 1u rack server intel xeon e5 2603 v3 24gb ddr4 ram 4tb,server,https://www.ebay.co.uk/itm/256539540781?hash=item3bbaf2bd2d%3ag%3awhuaaosw0clmzu%7ea&itmprp=enc%3aaqajaaaa8icq85kaocxb%2b7kn8ivtzf4frhxyvzanekomd6a%2bkkth1okylczfybjnztzeimn9%2fgjpnxxhwmhg7cfduttoditejsmzqw5ojppq%2bokbmfa0tghmy%2f4jnsa2xya2dyn5wj45hjvqwrtj7ol4lrchlkaen%2f7fuyoq9ez8fogp5hbtu1wd5w7kj9zrmnhhq16svrreuzcjuqgob0hgre%2fbjhfbljhgyecgr1sfmyf4ruys2ktx6ayy02rhenldrpwc%2fk4lupi%2fpo9hrocfqnoxhhgk5czo7o%2fmrusraqrm4nmk5edefe85di%2fhlfyeberxua%3d%3d%7ctkp%3abk9sr-bdlmygza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,“some signs of use and general wear to the case.”
sell,159.99,hp,dl360,gen9,hp proliant dl360 gen9 server 2x xeon e5-2650 v3 @ 2.30ghz 64gb ddr4,server,https://www.ebay.co.uk/itm/116115298373?hash=item1b0902d845%3ag%3a7vsaaoswtuxl%7eu9l&itmprp=enc%3aaqajaaaa0hqft4awjpatdubiowjmgst3hq3zzftoxjcqdgbrsncwhwxco959gnupvyzad6aomc0mkbc%2be5msml6oel0coml73nnctxqsmu1nkw37knwhrsrgiw7xy0zr1ariexjiyufaqyqhpup7yav6zxbuaslkyvtvbse04viex94jrt%2bpuyeh3eimzmanbtianrkrobp15xojmq90zrk%2fb0u8zhjfguzadhdwv30srssgbstwsd4twn2xi35k3emdszq8cvguluccpug%2bttth2wus1qg%3d%7ctkp%3abk9sr-bdlmygza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,"“condition:- some marks, scratches, sticker marks, signs of use, dust.specification:- see title and ... "
sell,100.0,hp,dl360,gen9,hp proliant dl360 gen9 server 1x xeon e5-2620 v3 @2.40ghz 32gb ddr4 p440ar,server,https://www.ebay.co.uk/itm/186525423230?hash=item2b6dc8167e%3ag%3a0y8aaoswanhmf%7ehm&itmprp=enc%3aaqajaaaa8mceoyyhiji2drqcli7omkydsf4h6wloe%2b98i44kslwefe86dhviudxmg5r3hfrv87hnpvi4ypfosaozegsvjluo7r%2b%2fakbcsbwilsskowi6btzzbguemqek%2f92lgyrxpytrxc58%2fmse7acf4%2f7%2fgzr14bjvzjpmyzwhho5ycq%2foaue5wk%2fsd%2f2ctm4ao6b6tol78xqdfkv87ec8lev3fay22gmib7pavnev1lypetkqzgwt3w9tcmy45ywmoesj5rw9m8--30fm2trrrnagd9cfwdcwmotme62a5msfudkoxpr5hc8tgdplhax9xammww%3d%3d%7ctkp%3abk9sr-bdlmygza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,"used: an item that has been previously used. the item may have some signs of cosmetic wear, but is ... ",
scrap,209.0,hp,dl360,gen8,hp proliant dl360p gen8 g8 2x xeon e5-2670 eight core 2.60ghz 96gb 1u rackserver,server,https://www.ebay.co.uk/itm/126052399635?hash=item1d594efa13%3ag%3abqmaaoswuzbk2odr&itmprp=enc%3aaqajaaaa8apxa6s6%2ffh%2fgyvvrxruuocq6vnjee3jljsbjotdbrskl%2fv9rrywwq2zsu1q0ivilrzbelxxhtcu2kdgbnxdvxwqk%2bkb%2ff6kzsha4yh5ldbzhrhgjelmeup9s4s2ionav%2b%2bz6x5qb8dnb9o3ekacvsmvk%2fpbbw6lge2%2bkioql0p5e0ukgcwvhvrxrr6bqgq%2bh8znzyw%2brngrwavoz47ghgxdjoy8gaxh8ngqtsvvze8tnnt%2b6ws8tqy8y%2bcrn6qyp1km6hzlruvk9vpv6plnyjp05akgh%2fp%2fdnmnorefgblfesmn6sadnlgkgl4hlrmr%2fw%3d%3d%7ctkp%3abk9sr-jdlmygza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,excellent - refurbished,“supplied with 3-year warranty – we can ship tax-free to eu-vat registered customers. fully tested ... 
scrap,1147.5,hp,dl360,gen10,hpe dl360 gen10 server 128gb ram 2x 6130 gold 2x 4tb sas  2x 500w 1u,server,https://www.ebay.co.uk/itm/276523859591?hash=item40621b3e87%3ag%3aj-waaoswarrljqqe&itmprp=enc%3aaqajaaaa8b1luiwazqozv8bdrdsiwulcv0ixqztvhu9lcfjfcttlsj%2flmuvcuth9kmb9xx1z7gfilgaotxrl5uwsfibshbvj5vyctt3rp2ul2cbql2cpt4wt8zqfgpbzvtfuxfsevaukkudacz9yejk21tpmn9jzvhf8pvzpxihudv%2fcxxkgwoqmi1t0romvq8b%2fqfclff1o3cxjwdr8kbqwerrfbe9wfywesn9ghflx90qiq6jpqrar2enhq%2fukkktd2hpzscsntpin1kkuklhuxki8tlmrmdnyt%2bcfv0qo0dpznlkvdwn4idlc5sklycsq05zqug%3d%3d%7ctkp%3abk9sr-jdlmygza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,very good - refurbished,"“fully tested, updated to latest firmware, cleaned & packaged in bespoke server packaging”"
