Manufacturer;Model;Status
Cisco;890;Scrap
Cisco;C1111-4P;Sell
Cisco;Cisco7201 V02;Scrap
Cisco;Isr4321/K9;Sell
Cisco;Isr4331/K9;Sell
Cisco;Meraki Mx64-Hw;Scrap
Cisco;Meraki Mx67-Hw;Sell
Cisco;Rv325;Sell
Draytek;Vigor2925Ac;Sell
Fortinet;Fex-40D-Ameu;Scrap
Mikrotik;Rb2011Uias-Rm;Sell
Netgear;Wc7520;Sell
Sonus;Sbc 1000;Scrap
Tp-Link;Td-W8951Nd;Scrap
Ubiquiti;Amplifi Hd Mesh Router;Sell
